Date,Market Return,Rolling Volatility,Market Regime,Period
2018-10-29 00:00:00-04:00,-0.005539910067956955,0.013835164616050931,High Volatility,Train
2018-10-30 00:00:00-04:00,0.01481837220668969,0.014501622224719554,High Volatility,Train
2018-10-31 00:00:00-04:00,0.010680855952382329,0.014847139961068873,High Volatility,Train
2018-11-01 00:00:00-04:00,0.010641899237981534,0.015144576258690493,High Volatility,Train
2018-11-02 00:00:00-04:00,-0.005922961480740341,0.01514801112273076,High Volatility,Train
2018-11-05 00:00:00-05:00,0.005516797148035213,0.01525028515314039,High Volatility,Train
2018-11-06 00:00:00-05:00,0.006328008565280818,0.01537600093653302,High Volatility,Train
2018-11-07 00:00:00-05:00,0.02140888430970933,0.014557461248602816,High Volatility,Train
2018-11-08 00:00:00-05:00,-0.0018151096245623277,0.013573406798165735,High Volatility,Train
2018-11-09 00:00:00-05:00,-0.009768159728470338,0.013476262274802874,High Volatility,Train
2018-11-12 00:00:00-05:00,-0.01868497966181304,0.014086995019256953,High Volatility,Train
2018-11-13 00:00:00-05:00,-0.0018711875450715398,0.013091282724162932,High Volatility,Train
2018-11-14 00:00:00-05:00,-0.006836697995883267,0.013139894892339661,High Volatility,Train
2018-11-15 00:00:00-05:00,0.010436345044820383,0.013055258980415103,High Volatility,Train
2018-11-16 00:00:00-05:00,0.002600943013080892,0.013074056873416881,High Volatility,Train
2018-11-19 00:00:00-05:00,-0.01691448160994813,0.013565744224178732,High Volatility,Train
2018-11-20 00:00:00-05:00,-0.018506366058078094,0.014099934385776962,High Volatility,Train
2018-11-21 00:00:00-05:00,0.0034078591547264114,0.012411056691778343,High Volatility,Train
2018-11-23 00:00:00-05:00,-0.006679086631520614,0.011742660244788618,High Volatility,Train
2018-11-26 00:00:00-05:00,0.016144813356674392,0.011689565304384116,High Volatility,Train
2018-11-27 00:00:00-05:00,0.0033638356243455014,0.011617870585102481,High Volatility,Train
2018-11-28 00:00:00-05:00,0.02302544212468116,0.012261799517560623,High Volatility,Train
2018-11-29 00:00:00-05:00,-0.0021848384446089275,0.012081447999936006,High Volatility,Train
2018-11-30 00:00:00-05:00,0.006095149354203189,0.011925996473414616,High Volatility,Train
2018-12-03 00:00:00-05:00,0.013241316417576865,0.012154102058485295,High Volatility,Train
2018-12-04 00:00:00-05:00,-0.032402283092092365,0.014256383583841098,High Volatility,Train
2018-12-06 00:00:00-05:00,-0.001517012942096052,0.014166836499060267,High Volatility,Train
2018-12-07 00:00:00-05:00,-0.023236101065404413,0.013987348858058012,High Volatility,Train
2018-12-10 00:00:00-05:00,0.0018971984784919016,0.014029934101922855,High Volatility,Train
2018-12-11 00:00:00-05:00,0.00022719892763656269,0.013950933706749557,High Volatility,Train
2018-12-12 00:00:00-05:00,0.005035369572327086,0.013496248867386285,High Volatility,Train
2018-12-13 00:00:00-05:00,-0.000339110863853076,0.013496787640863983,High Volatility,Train
2018-12-14 00:00:00-05:00,-0.01846489257620254,0.013995572789064915,High Volatility,Train
2018-12-17 00:00:00-05:00,-0.019618215353193524,0.014231067822181863,High Volatility,Train
2018-12-18 00:00:00-05:00,-0.0010965378602522113,0.014175085966408856,High Volatility,Train
